,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Digital,,,,,,,,,,
,Charge Status,Battery Voltage,Battery Charge Current,System Current (Average),Battery Temperature,Input Voltage,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,Digital,,,,,,,,,,
Date/Time,Raw,Volts (V),Amps (A),Amps (A),Celsius (°C),Volts (V),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Raw,,,,,,,,,,
25/11/21 18:20:11,Power down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2022 16:44,8,13.09,0.051,0.061,28.8,16.9,0.274,2.6,2.41,0.117,0.108,0.081,0.072,50.465,40.15,17.31,17.198,0.277,2.87,0.67,0.129,0.03,0.1,-0.056,51.294,48.038,17.383,17.384,0.322,1.49,1.38,0.067,0.062,0.058,0.032,54.898,44.071,16.57,16.458,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 16:59,8,13.02,0.023,0.061,28.8,15.21,0.291,2.79,2.52,0.125,0.113,0.085,0.076,50.404,40.609,17.307,17.22,0.321,3.28,0.82,0.147,0.037,0.117,-0.051,51.874,48.877,17.327,17.365,0.376,1.95,1.4,0.088,0.063,0.073,0.032,54.647,44.387,16.441,16.381,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 17:14,8,13.03,0.043,0.061,28.8,14.37,0.266,2.47,2.39,0.111,0.107,0.075,0.071,50.16,39.949,17.282,17.224,0.275,2.84,0.67,0.128,0.03,0.098,-0.057,51.623,47.796,17.271,17.336,0.309,1.43,1.33,0.064,0.06,0.056,0.032,55.016,44.185,16.318,16.293,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 17:29,8,13,0.023,0.061,28.8,15.64,0.264,2.55,2.27,0.115,0.102,0.075,0.066,50.108,39.794,17.237,17.214,0.264,2.76,0.6,0.124,0.027,0.092,-0.06,51.347,47.936,17.169,17.291,0.291,1.27,1.33,0.057,0.06,0.051,0.032,53.892,44.555,16.191,16.204,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 17:44,0,12.98,-0.001,0.062,28.8,13.24,0.245,2.33,2.14,0.104,0.096,0.068,0.064,50.686,40.368,17.185,17.189,0.274,2.89,0.6,0.13,0.027,0.095,-0.058,51.149,47.17,17.082,17.234,0.297,1.32,1.33,0.059,0.06,0.051,0.032,53.933,43.514,16.068,16.106,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 17:59,0,12.97,-0.003,0.061,28.8,12.04,0.222,2.03,2.03,0.091,0.091,0.055,0.057,50.488,39.755,17.106,17.149,0.231,2.41,0.54,0.108,0.024,0.08,-0.061,50.864,48.02,16.962,17.165,0.252,1.06,1.19,0.047,0.053,0.04,0.026,53.733,43.469,15.947,16.015,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 18:14,0,12.96,-0.004,0.061,28.8,6.9,0.207,1.84,1.97,0.082,0.089,0.047,0.057,49.418,39.926,17.018,17.095,0.237,2.41,0.62,0.108,0.028,0.08,-0.064,51.888,47.235,16.822,17.076,0.252,1.06,1.19,0.048,0.054,0.037,0.021,53.73,44.138,15.81,15.916,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 18:29,0,12.96,-0.005,0.062,28.8,0.01,0.178,1.51,1.76,0.067,0.079,0.036,0.049,49.777,38.884,16.952,17.042,0.176,1.93,0.3,0.087,0.014,0.063,-0.07,51.351,47.942,16.743,17.002,0.213,0.86,1.05,0.038,0.047,0.028,0.024,54.825,44.818,15.702,15.821,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 18:44,0,12.95,-0.004,0.07,28.8,0,0.17,1.44,1.68,0.064,0.076,0.031,0.046,48.948,39.301,16.906,16.999,0.155,1.74,0.22,0.078,0.01,0.052,-0.07,51.366,47.386,16.701,16.951,0.18,0.65,0.97,0.029,0.043,0.02,0.018,55.639,43.827,15.617,15.741,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 18:59,0,12.94,-0.004,0.073,28.8,0,0.152,1.25,1.55,0.056,0.07,0.026,0.044,49.53,40.037,16.861,16.958,0.145,1.62,0.22,0.073,0.01,0.047,-0.07,50.594,47.75,16.649,16.901,0.157,0.52,0.89,0.023,0.04,0.017,0.015,54.806,43.562,15.537,15.664,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 19:14,0,12.94,-0.004,0.063,28.8,0,0.145,1.19,1.49,0.054,0.067,0.024,0.041,50.141,40.079,16.817,16.917,0.136,1.57,0.16,0.07,0.007,0.045,-0.073,51.471,47.801,16.598,16.852,0.15,0.52,0.82,0.024,0.037,0.017,0.015,54.812,43.569,15.466,15.595,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 19:29,0,12.93,-0.005,0.063,28.8,0,0.153,1.32,1.49,0.059,0.067,0.029,0.041,49.058,40.239,16.767,16.874,0.136,1.57,0.16,0.071,0.007,0.045,-0.07,50.805,47.135,16.537,16.799,0.15,0.52,0.82,0.024,0.037,0.017,0.012,55.024,43.367,15.395,15.527,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 19:44,0,12.93,-0.005,0.063,28.8,0,0.154,1.27,1.57,0.057,0.07,0.026,0.047,49.99,39.251,16.712,16.824,0.146,1.63,0.22,0.073,0.01,0.045,-0.073,51.43,46.518,16.461,16.738,0.15,0.52,0.82,0.024,0.037,0.014,0.015,55.048,43.232,15.312,15.456,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 19:59,0,12.92,-0.005,0.061,28.8,0,0.175,1.55,1.65,0.07,0.074,0.032,0.047,49.549,39.897,16.637,16.769,0.128,1.46,0.16,0.065,0.007,0.042,-0.073,51.634,47.135,16.381,16.671,0.051,-0.05,0.54,-0.003,0.024,-0.009,0.003,52.134,43.523,15.099,15.353,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 20:14,0,12.92,-0.004,0.063,28.8,0,0.156,1.22,1.66,0.054,0.075,0.024,0.044,50.014,39.687,16.518,16.68,0.147,1.7,0.16,0.076,0.007,0.05,-0.074,51.116,48.375,16.269,16.586,0.143,0.46,0.82,0.021,0.037,0.011,0.012,54.615,43.781,14.931,15.196,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 20:29,0,12.91,-0.005,0.063,28.8,0,0.152,1.22,1.59,0.054,0.071,0.024,0.042,48.701,39.467,16.412,16.59,0.147,1.63,0.24,0.074,0.01,0.048,-0.071,50.865,47.298,16.174,16.507,0.105,0.27,0.68,0.012,0.031,0.006,0.009,53.339,43.741,14.821,15.091,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 20:44,0,12.91,-0.003,0.061,28.8,0,0.141,1.14,1.46,0.052,0.065,0.018,0.037,48.81,39.731,16.291,16.491,0.118,1.33,0.16,0.06,0.007,0.037,-0.074,51.636,46.155,16.085,16.425,0.107,0.21,0.76,0.009,0.034,0.006,0.015,54.973,43.728,14.541,14.913,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 20:59,0,12.9,-0.003,0.063,28.8,0,0.133,1.01,1.44,0.046,0.065,0.016,0.039,49.591,38.951,16.174,16.385,0.138,1.52,0.24,0.068,0.01,0.04,-0.071,50.664,47.922,15.997,16.341,0.144,0.4,0.9,0.018,0.041,0.014,0.015,55,43.337,14.39,14.751,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 21:14,0,12.9,-0.004,0.063,28.8,0,0.13,1.01,1.38,0.046,0.062,0.013,0.036,48.866,39.785,16.09,16.296,0.095,1.19,0,0.054,0,0.029,-0.08,50.552,47.707,15.91,16.258,-0.017,-0.72,0.6,-0.034,0.027,-0.032,0.009,52.047,44.101,14.363,14.678,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 21:29,0,12.9,-0.004,0.063,28.8,0,0.13,1.01,1.38,0.046,0.062,0.013,0.037,48.807,39.988,15.98,16.196,0.074,0.94,0,0.042,0,0.018,-0.08,51.436,47.353,15.828,16.177,0.114,0.27,0.76,0.012,0.034,0.006,0.009,55.297,43.789,14.211,14.557,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 21:44,0,12.89,-0.004,0.061,28.8,0,0.118,0.89,1.3,0.04,0.059,0.008,0.034,49.073,39.267,15.908,16.109,0.075,1,-0.05,0.045,-0.003,0.018,-0.083,50.91,47.343,15.777,16.108,0.134,0.38,0.82,0.017,0.037,0.008,0.015,55.856,44.867,14.25,14.509,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 21:59,0,12.89,-0.005,0.062,28.8,0,0.106,0.75,1.22,0.034,0.055,0.008,0.031,49.736,39.674,15.867,16.041,0.07,0.94,-0.05,0.042,-0.003,0.018,-0.08,51.379,47.14,15.734,16.047,0.087,0.13,0.67,0.006,0.03,-0.003,0.009,56.584,44.254,14.311,14.509,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 22:14,0,12.89,-0.004,0.061,28.8,0,0.122,0.95,1.3,0.042,0.058,0.016,0.036,48.965,39.317,15.834,15.99,0.065,0.87,-0.05,0.039,-0.003,0.018,-0.08,50.805,47.549,15.694,15.996,0.06,-0.04,0.6,-0.003,0.027,-0.006,0.006,54.268,44.412,14.306,14.498,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 22:29,0,12.89,-0.004,0.061,28.8,0,0.118,0.89,1.3,0.04,0.058,0.013,0.034,50.497,39.866,15.781,15.932,0.1,1.19,0.08,0.053,0.003,0.026,-0.076,52.823,47.602,15.657,15.946,0.06,-0.04,0.6,-0.003,0.027,-0.006,0.009,54.573,43.998,14.286,14.468,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 22:44,0,12.88,-0.004,0.062,28.8,0,0.13,1.01,1.38,0.046,0.062,0.018,0.036,48.904,39.671,15.72,15.871,0.07,0.94,-0.05,0.042,-0.003,0.024,-0.08,51.424,47.187,15.621,15.902,0.029,-0.31,0.6,-0.015,0.027,-0.014,0.006,53.796,43.787,14.237,14.431,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 22:59,0,12.88,-0.004,0.063,28.8,0,0.119,0.89,1.32,0.04,0.059,0.011,0.034,49.154,39.25,15.642,15.798,0.066,0.89,-0.05,0.04,-0.003,0.019,-0.083,51.846,46.521,15.559,15.846,0.066,0,0.6,0,0.027,-0.009,0.006,55.075,43.419,14.183,14.384,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 23:14,0,12.88,-0.004,0.061,28.8,0,0.108,0.82,1.17,0.037,0.052,0.013,0.031,49.944,39.725,15.581,15.728,0.07,0.94,-0.05,0.042,-0.003,0.018,-0.083,50.966,47.399,15.516,15.791,0.088,0.19,0.6,0.009,0.027,0,0.006,55.084,44.249,14.171,14.348,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 23:29,0,12.88,-0.003,0.062,28.8,0,0.133,1.08,1.38,0.048,0.062,0.018,0.036,49.381,39.16,15.527,15.666,0.076,0.95,0,0.042,0,0.021,-0.08,51.231,47.817,15.484,15.748,0.074,0,0.68,0,0.03,-0.003,0.006,54.294,43.876,14.14,14.317,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 23:44,0,12.87,-0.004,0.068,28.8,0,0.136,1.08,1.44,0.049,0.065,0.021,0.039,50.011,39.945,15.463,15.602,0.091,1.14,0,0.051,0,0.026,-0.08,51.839,48.014,15.437,15.7,0.057,0,0.52,0,0.024,-0.006,0.006,54.007,42.761,14.08,14.274,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
3/3/2022 23:59,0,12.87,-0.005,0.063,28.8,0,0.141,1.2,1.38,0.054,0.062,0.018,0.039,48.607,39.371,15.387,15.53,0.096,1.2,0,0.054,0,0.032,-0.08,51.058,48.216,15.386,15.649,0.089,0.21,0.6,0.009,0.027,0,0.006,54.83,43.992,13.973,14.201,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 0:14,0,12.87,-0.003,0.063,28.8,0,0.13,1.01,1.38,0.046,0.062,0.016,0.037,49.128,39.632,15.306,15.453,0.096,1.2,0,0.054,0,0.029,-0.077,51.274,46.775,15.319,15.59,0.111,0.4,0.6,0.018,0.027,0.008,0.009,56.117,43.892,13.893,14.125,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 0:29,0,12.87,-0.004,0.062,28.8,0,0.13,1.01,1.38,0.046,0.062,0.018,0.034,49.387,39.736,15.24,15.382,0.091,1.14,0,0.051,0,0.026,-0.083,51.871,47.376,15.247,15.525,0.113,0.33,0.68,0.015,0.03,0.006,0.009,55.491,43.989,13.898,14.093,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 0:44,0,12.87,-0.002,0.061,28.8,0,0.13,1.01,1.38,0.046,0.062,0.018,0.037,50.057,39.731,15.182,15.317,0.091,1.14,0,0.051,0,0.029,-0.08,51.626,47.389,15.19,15.465,0.074,0,0.68,0,0.03,-0.006,0.009,54.416,43.016,13.897,14.076,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 0:59,0,12.86,-0.003,0.063,28.8,0,0.131,1.03,1.4,0.046,0.062,0.016,0.037,49.493,39.995,15.102,15.246,0.117,1.4,0.08,0.063,0.004,0.035,-0.077,51.378,46.31,15.104,15.397,0.105,0.27,0.68,0.012,0.031,0.006,0.009,54.255,44.402,13.8,14.017,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 1:14,0,12.86,-0.004,0.063,28.8,0,0.124,0.97,1.32,0.043,0.059,0.013,0.034,48.922,39.427,14.992,15.155,0.118,1.41,0.08,0.063,0.003,0.035,-0.081,51.167,47.601,14.985,15.308,0.082,0.06,0.68,0.003,0.031,0,0.009,53.527,44.191,13.689,13.94,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 1:29,0,12.86,-0.003,0.062,28.8,0,0.133,1.11,1.33,0.05,0.06,0.016,0.032,48.98,40.157,14.867,15.053,0.065,0.95,-0.13,0.043,-0.007,0.021,-0.084,50.851,46.871,14.89,15.218,-0.012,-0.48,0.4,-0.022,0.018,-0.024,-0.003,51.671,42.902,13.46,13.829,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 1:44,0,12.86,-0.003,0.061,28.8,0,0.113,0.84,1.25,0.037,0.056,0.008,0.032,48.665,39.427,14.735,14.935,0.065,0.95,-0.13,0.043,-0.007,0.021,-0.084,51.11,47.025,14.815,15.137,0.129,0.46,0.7,0.021,0.031,0.011,0.006,53.987,43.157,13.208,13.641,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 1:59,0,12.85,-0.003,0.061,28.8,0,0.094,0.63,1.11,0.028,0.05,0.003,0.029,48.934,39.696,14.665,14.846,0.065,0.95,-0.13,0.043,-0.007,0.019,-0.081,51.325,46.516,14.745,15.063,0.09,0,0.82,0,0.037,-0.006,0.015,54.915,45.064,13.261,13.564,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 2:14,0,12.85,-0.004,0.062,28.8,0,0.109,0.84,1.17,0.037,0.053,0.008,0.029,49.244,39.746,14.605,14.775,0.056,0.84,-0.13,0.037,-0.007,0.013,-0.087,51.43,46.209,14.657,14.984,0.036,-0.24,0.6,-0.012,0.027,-0.017,0.009,52.969,43.63,13.284,13.56,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 2:29,0,12.85,-0.003,0.061,28.8,0,0.105,0.78,1.17,0.035,0.053,0.005,0.029,49.132,39.894,14.524,14.695,0.076,1.01,-0.05,0.046,-0.004,0.021,-0.084,50.598,47.6,14.58,14.904,-0.001,-0.58,0.6,-0.027,0.027,-0.026,0.009,53.899,44.304,13.267,13.527,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 2:44,0,12.85,-0.005,0.062,28.8,0,0.095,0.65,1.11,0.029,0.05,0.003,0.029,48.99,39.907,14.424,14.605,0.071,0.95,-0.05,0.043,-0.004,0.021,-0.084,50.921,45.853,14.483,14.82,0.069,-0.04,0.68,-0.003,0.031,-0.006,0.009,54.212,45.028,13.147,13.456,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 2:59,0,12.85,-0.003,0.061,28.8,0,0.095,0.65,1.11,0.029,0.05,0.003,0.026,49.03,39.794,14.325,14.51,0.082,1.09,-0.05,0.049,-0.004,0.021,-0.081,50.924,46.682,14.396,14.735,0.129,0.4,0.76,0.018,0.034,0.011,0.012,55.579,43.359,13.046,13.371,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 3:14,0,12.84,-0.004,0.062,28.8,0,0.094,0.63,1.11,0.029,0.05,0.003,0.024,48.926,39.687,14.229,14.417,0.056,0.76,-0.05,0.034,-0.004,0.013,-0.084,50.872,48.285,14.309,14.65,0.095,0.25,0.6,0.012,0.027,0.003,0.003,56.362,44.291,12.975,13.302,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 3:29,0,12.84,-0.005,0.061,28.8,0,0.094,0.63,1.11,0.029,0.05,0.003,0.026,48.773,38.964,14.153,14.331,0.06,0.89,-0.13,0.04,-0.007,0.021,-0.084,50.877,47.048,14.241,14.573,0.08,0.13,0.6,0.006,0.027,0,0.006,55.848,44.188,12.96,13.253,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 3:44,0,12.84,-0.003,0.063,28.8,0,0.084,0.57,0.98,0.026,0.044,-0.003,0.024,50.183,40.112,14.071,14.25,0.05,0.76,-0.13,0.034,-0.007,0.013,-0.087,50.609,47.455,14.155,14.492,0.048,0,0.44,0,0.02,-0.006,0,55.083,44.406,12.918,13.217,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 3:59,0,12.84,-0.003,0.063,28.8,0,0.079,0.44,1.05,0.02,0.047,-0.005,0.026,48.935,39.28,13.987,14.164,0.051,0.84,-0.21,0.037,-0.011,0.013,-0.084,51.601,46.533,14.065,14.407,0.073,0.06,0.6,0.003,0.027,-0.003,0.003,55.651,43.993,12.887,13.169,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 4:14,0,12.84,-0.004,0.061,28.8,0,0.084,0.57,0.98,0.026,0.044,-0.003,0.024,49.252,39.598,13.904,14.079,0.034,0.63,-0.21,0.029,-0.011,0.005,-0.087,50.868,46.886,13.995,14.328,0.048,0,0.44,0,0.02,-0.006,0,54.259,44.251,12.81,13.11,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 4:29,0,12.83,-0.002,0.061,28.8,0,0.091,0.65,1.05,0.029,0.047,0,0.024,48.929,39.691,13.829,14,0.056,0.84,-0.13,0.037,-0.007,0.016,-0.084,51.072,46.418,13.916,14.25,0.087,0.33,0.44,0.015,0.02,0.006,0,55.307,44.317,12.793,13.071,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 4:44,0,12.83,-0.004,0.062,28.8,0,0.076,0.38,1.05,0.017,0.047,-0.008,0.024,48.151,39.174,13.746,13.917,0.04,0.63,-0.13,0.029,-0.007,0.005,-0.084,52.006,46.783,13.839,14.171,-0.026,-0.51,0.3,-0.024,0.014,-0.026,-0.003,52.62,43.279,12.762,13.037,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 4:59,0,12.83,-0.004,0.062,28.8,0,0.083,0.51,1.05,0.023,0.047,-0.003,0.026,49.911,39.425,13.664,13.832,0.046,0.78,-0.21,0.035,-0.011,0.013,-0.087,51.532,46.311,13.78,14.101,0.057,0,0.52,0,0.024,-0.006,0.003,54.625,43.531,12.653,12.954,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 5:14,0,12.83,-0.004,0.061,28.8,0,0.083,0.51,1.05,0.023,0.047,-0.005,0.024,49.402,39.332,13.57,13.747,0.071,1.09,-0.21,0.049,-0.011,0.024,-0.088,51.497,46.015,13.622,14,0.072,0.13,0.52,0.006,0.024,-0.003,0.003,54.115,44.104,12.621,12.907,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 5:29,0,12.83,-0.004,0.061,28.8,0,0.077,0.51,0.92,0.023,0.041,-0.008,0.021,48.881,39.797,13.459,13.647,0.066,0.89,-0.05,0.04,-0.004,0.016,-0.082,51.379,46.726,13.51,13.886,-0.067,-0.86,0.3,-0.04,0.014,-0.035,-0.003,51.966,43.605,12.557,12.858,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
4/3/2022 5:44,0,12.82,-0.002,0.061,28.8,0,0.076,0.44,0.98,0.02,0.044,-0.008,0.021,49.19,39.536,13.347,13.543,0.035,0.57,-0.13,0.026,-0.007,0.008,-0.085,50.718,47.046,13.427,13.797,0.05,0,0.46,0,0.021,-0.009,0,54.524,43.847,12.398,12.749,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,-1004600,,,,,,,,,,
