,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Solar Charger V2,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Sapflow 1,Digital,,,,,,,,,,
,Charge Status,Battery Voltage,Battery Charge Current,System Current (Average),Battery Temperature,Input Voltage,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,SAP FLOW TOTAL,HEAT VELOCITY OUTER,HEAT VELOCITY INNER,ALPHA OUTER,ALPHA INNER,BETA OUTER,BETA INNER,TIME TO MAX T OUTER,TIME TO MAX T INNER,T DS PRE OUTER,T DS PRE INNER,Digital,,,,,,,,,,
Date/Time,Raw,Volts (V),Amps (A),Amps (A),Celsius (°C),Volts (V),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Litres per Hour (L/hr),Raw,Raw,Raw,Raw,Raw,Raw,Seconds (s),Seconds (s),Celsius (°C),Celsius (°C),Raw,,,,,,,,,,
25/11/21 18:20:11,Power down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2022 10:43,1,14.42,0.146,0.02,28.8,23.02,0.921,10.19,6.47,0.458,0.29,0.341,0.158,52.099,44.967,26.845,26.455,1.604,14.49,6.17,0.651,0.277,0.564,0.145,50.569,54.758,27.92,27.385,1.275,6.99,4.31,0.314,0.194,0.273,0.109,55.203,48.5,24.324,23.569,0.16,3.46,-0.74,0.155,-0.034,0.094,-0.095,53.03,54.995,27.218,26.636,-1004600,,,,,,,,,,
11/6/2022 10:58,1,14.42,0.15,0.02,28.8,23.05,0.909,10.05,6.39,0.451,0.287,0.334,0.156,52.423,44.313,27.196,26.766,1.582,14.24,6.14,0.64,0.275,0.554,0.143,51.656,54.294,28.388,27.806,1.301,7.31,4.22,0.328,0.189,0.289,0.106,56.998,48.649,24.442,23.687,0.166,3.52,-0.69,0.158,-0.032,0.095,-0.093,52.788,55.581,27.685,27.065,-1004600,,,,,,,,,,
11/6/2022 11:13,1,14.42,0.162,0.019,28.8,23.35,0.925,10.23,6.5,0.459,0.292,0.343,0.159,52.789,45.503,27.568,27.098,1.584,14.19,6.21,0.637,0.279,0.551,0.144,51.851,55.213,28.823,28.222,1.3,7.17,4.36,0.322,0.196,0.292,0.113,57.41,48.801,24.877,23.915,0.16,3.52,-0.8,0.158,-0.037,0.097,-0.096,53.453,55.004,28.192,27.508,-1004600,,,,,,,,,,
11/6/2022 11:28,1,14.42,0.179,0.02,28.8,23.09,0.927,10.23,6.53,0.459,0.294,0.34,0.16,53.955,44.598,27.927,27.438,1.608,14.46,6.25,0.649,0.281,0.56,0.143,50.807,55.098,29.311,28.655,1.278,7.04,4.3,0.316,0.193,0.278,0.112,54.818,48.378,25.177,24.161,0.166,3.49,-0.66,0.157,-0.031,0.095,-0.092,53.199,55.317,28.705,27.965,-1004600,,,,,,,,,,
11/6/2022 11:43,1,14.42,0.193,0.02,28.8,22.85,0.916,10.07,6.5,0.452,0.292,0.337,0.157,53.282,44.907,28.291,27.777,1.587,14.35,6.09,0.644,0.274,0.541,0.133,51.327,54.12,29.642,29.03,1.398,7.97,4.41,0.358,0.198,0.295,0.103,54.179,46.806,25.134,24.288,0.159,3.42,-0.72,0.154,-0.034,0.092,-0.096,53.935,55.898,29.226,28.447,-1004600,,,,,,,,,,
11/6/2022 11:58,1,14.42,0.209,0.02,28.8,23.07,0.928,10.26,6.53,0.461,0.293,0.341,0.162,53.689,45.059,28.686,28.135,1.55,13.95,6.01,0.627,0.27,0.535,0.137,51.641,54.019,30.069,29.411,1.455,8.43,4.44,0.379,0.2,0.314,0.107,55.607,47.822,25.006,24.29,0.142,3.17,-0.77,0.142,-0.036,0.082,-0.094,54.541,55.006,29.769,28.948,-1004600,,,,,,,,,,
11/6/2022 12:13,1,14.42,0.229,0.019,28.8,22.88,0.929,10.34,6.45,0.464,0.29,0.342,0.157,53.213,45.667,29.079,28.509,1.594,14.47,6.04,0.65,0.271,0.546,0.132,52.095,54.06,30.406,29.786,1.421,7.97,4.61,0.358,0.207,0.303,0.113,53.74,47.195,24.947,24.281,0.156,3.33,-0.66,0.149,-0.031,0.092,-0.09,53.436,55.811,30.319,29.47,-1004600,,,,,,,,,,
11/6/2022 12:28,1,14.42,0.232,0.02,28.8,22.78,0.92,10.13,6.52,0.455,0.293,0.339,0.162,53.338,45.387,29.467,28.886,1.548,14.05,5.88,0.631,0.264,0.529,0.128,51.882,55.088,30.754,30.142,1.436,8.01,4.72,0.36,0.212,0.31,0.115,57.721,47.875,25.1,24.32,0.156,3.33,-0.66,0.149,-0.031,0.088,-0.088,52.961,55.332,30.825,29.984,-1004600,,,,,,,,,,
11/6/2022 12:43,1,14.42,0.247,0.02,28.8,22.5,0.945,10.42,6.67,0.468,0.3,0.348,0.167,53.35,45.965,29.866,29.265,1.586,14.3,6.12,0.642,0.275,0.54,0.135,51.986,55.448,31.137,30.498,1.334,7.31,4.52,0.328,0.203,0.283,0.114,54.42,48.13,25.264,24.421,0.152,3.44,-0.86,0.154,-0.04,0.092,-0.103,52.889,54.851,31.273,30.455,-1004600,,,,,,,,,,
11/6/2022 12:58,8,14.38,0.247,0.02,28.8,20.44,0.931,10.32,6.52,0.463,0.292,0.345,0.161,53.087,45.547,30.249,29.644,1.456,13.06,5.69,0.587,0.255,0.504,0.125,52.454,56.745,31.709,30.911,1.246,6.9,4.15,0.309,0.187,0.269,0.101,56.671,47.757,25.3,24.464,0.137,3.11,-0.8,0.14,-0.037,0.078,-0.098,53.322,54.045,31.67,30.879,-1004600,,,,,,,,,,
11/6/2022 13:13,1,14.42,0.263,0.02,28.8,21.85,0.932,10.26,6.59,0.461,0.296,0.344,0.163,52.759,45.479,30.628,30.013,1.494,13.52,5.71,0.608,0.256,0.512,0.122,52.441,53.58,32.132,31.325,1.229,6.88,4.01,0.309,0.18,0.261,0.096,54.504,46.724,25.327,24.521,0.137,3.12,-0.81,0.14,-0.038,0.079,-0.098,51.995,54.787,32.05,31.281,-1004600,,,,,,,,,,
11/6/2022 13:28,1,14.42,0.284,0.019,28.8,21.57,0.972,10.67,6.91,0.479,0.31,0.355,0.173,52.278,44.741,31.02,30.385,1.395,12.54,5.42,0.563,0.243,0.494,0.122,52.246,54.883,32.592,31.725,1.365,7.94,4.14,0.357,0.186,0.307,0.099,58.766,47.69,25.355,24.557,0.151,3.27,-0.69,0.147,-0.032,0.084,-0.097,51.812,55.43,32.399,31.658,-1004600,,,,,,,,,,
11/6/2022 13:43,8,14.27,0.188,0.02,28.8,21.71,0.998,11.03,7.01,0.495,0.314,0.373,0.175,52.626,44.937,31.368,30.74,1.517,13.68,5.85,0.615,0.263,0.534,0.136,52.233,54.042,33.074,32.189,1.353,6.8,5.23,0.305,0.235,0.278,0.151,59.986,50.975,26.638,24.976,0.169,3.55,-0.66,0.16,-0.031,0.09,-0.097,51.782,53.744,32.704,32.007,-1004600,,,,,,,,,,
11/6/2022 13:58,8,14.17,0.175,0.02,28.8,20.86,0.981,10.83,6.91,0.487,0.31,0.359,0.17,51.851,45.143,31.678,31.072,1.457,13.38,5.36,0.601,0.241,0.504,0.119,53.146,54.54,33.437,32.647,1.125,5.63,4.38,0.253,0.196,0.234,0.114,54.834,49.118,27.091,25.34,0.154,3.41,-0.8,0.153,-0.037,0.08,-0.1,51.345,53.878,32.948,32.31,-1004600,,,,,,,,,,
11/6/2022 14:13,8,14.07,0.116,0.02,28.8,20.72,1,11.05,7.04,0.497,0.316,0.365,0.175,50.673,45.202,31.959,31.388,1.52,13.84,5.72,0.622,0.257,0.516,0.128,52.368,54.331,33.761,33.069,1.304,7.51,4.03,0.337,0.181,0.288,0.094,56.553,49.855,27.117,25.536,0.178,3.65,-0.59,0.164,-0.028,0.093,-0.096,52.863,54.671,33.301,32.63,-1004600,,,,,,,,,,
11/6/2022 14:28,8,13.96,0.098,0.02,28.8,18.61,1.013,11.19,7.12,0.503,0.32,0.365,0.175,52.863,45.479,32.185,31.656,1.595,14.46,6.07,0.649,0.273,0.543,0.134,52.771,55.405,34.07,33.446,1.318,7.28,4.41,0.326,0.198,0.282,0.114,56.096,48.418,27.367,25.704,0.174,3.65,-0.67,0.164,-0.032,0.09,-0.098,51.545,53.507,33.616,32.965,-1004600,,,,,,,,,,
11/6/2022 14:43,8,13.92,0.105,0.021,28.8,18.03,1.016,11.14,7.23,0.5,0.325,0.37,0.177,52.134,44.854,32.42,31.908,1.56,14.03,6.06,0.63,0.272,0.533,0.132,51.058,54.935,34.456,33.801,0.978,5.45,3.22,0.245,0.145,0.202,0.072,50.244,45.862,27.129,25.784,0.15,3.33,-0.78,0.149,-0.036,0.083,-0.104,50.483,53.017,33.818,33.236,-1004600,,,,,,,,,,
11/6/2022 14:58,8,13.91,0.099,0.02,28.8,18.19,0.998,10.88,7.18,0.488,0.323,0.361,0.175,52.139,44.352,32.698,32.169,1.515,13.76,5.74,0.618,0.258,0.501,0.118,51.001,52.809,34.594,34.035,1.281,7.45,3.88,0.334,0.174,0.273,0.086,53.673,46.82,26.566,25.562,0.143,3.28,-0.86,0.148,-0.04,0.076,-0.108,50.343,53.135,33.959,33.45,-1004600,,,,,,,,,,
11/6/2022 15:13,8,13.91,0.106,0.02,28.8,18.19,0.995,10.94,7.05,0.491,0.317,0.362,0.174,52.449,44.505,32.949,32.425,1.53,13.74,5.96,0.617,0.268,0.513,0.125,52.143,53.54,34.753,34.234,1.35,7.47,4.5,0.335,0.202,0.287,0.113,57.833,48.098,26.863,25.599,0.131,3.27,-1.08,0.147,-0.05,0.076,-0.12,49.94,52.734,34.06,33.622,-1004600,,,,,,,,,,
11/6/2022 15:28,8,14.01,0.113,0.02,28.8,19.74,0.973,10.7,6.9,0.481,0.31,0.357,0.167,52.525,44.989,33.241,32.699,1.491,13.44,5.75,0.604,0.258,0.503,0.119,51.677,53.073,35.003,34.475,1.096,5.74,3.99,0.257,0.18,0.229,0.097,55.005,47.226,27.231,25.809,0.133,3.27,-1.05,0.146,-0.048,0.076,-0.117,51.588,50.916,34.16,33.76,-1004600,,,,,,,,,,
11/6/2022 15:43,8,14.13,0.195,0.02,28.8,19.6,0.974,10.86,6.74,0.488,0.303,0.352,0.162,51.828,44.546,33.478,32.964,1.484,13.4,5.71,0.601,0.257,0.491,0.117,51.839,53.133,35.259,34.725,1.099,6.26,3.47,0.282,0.156,0.231,0.079,51.72,46.824,27.009,25.851,0.143,3.25,-0.83,0.146,-0.038,0.077,-0.107,51.301,52.437,34.349,33.937,-1004600,,,,,,,,,,
11/6/2022 15:58,8,14.32,0.259,0.019,28.8,18.33,0.964,10.59,6.85,0.476,0.308,0.346,0.165,52.495,44.691,33.671,33.198,1.534,13.87,5.88,0.623,0.264,0.507,0.115,51.515,53.325,35.466,34.953,1.168,6.56,3.79,0.295,0.17,0.243,0.087,53.924,46.403,26.855,25.792,0.136,3.22,-0.94,0.144,-0.044,0.079,-0.107,51.086,52.636,34.516,34.113,-1004600,,,,,,,,,,
11/6/2022 16:13,8,14.07,0.121,0.019,28.8,21.14,0.932,10.24,6.61,0.46,0.297,0.333,0.158,52.337,44.379,33.832,33.414,1.521,13.79,5.79,0.619,0.26,0.498,0.112,52.77,52.667,35.634,35.137,1.164,6.44,3.88,0.289,0.174,0.238,0.089,53.37,47.083,26.661,25.714,0.14,3.27,-0.91,0.147,-0.042,0.075,-0.11,50.355,51.648,34.729,34.323,-1004600,,,,,,,,,,
11/6/2022 16:28,8,13.98,0.11,0.02,28.8,19.74,0.94,10.37,6.64,0.465,0.299,0.328,0.153,52.25,44.857,34.007,33.611,1.516,13.81,5.71,0.62,0.256,0.491,0.104,51.117,52.513,35.74,35.29,1.274,7.15,4.14,0.321,0.186,0.271,0.096,52.945,46.248,26.479,25.609,0.129,3.09,-0.93,0.139,-0.043,0.071,-0.112,49.202,52.405,34.839,34.485,-1004600,,,,,,,,,,
11/6/2022 16:43,8,13.97,0.108,0.02,28.8,18.19,0.945,10.51,6.56,0.472,0.295,0.332,0.149,52.245,44.128,34.099,33.752,1.474,13.44,5.52,0.604,0.248,0.484,0.1,51.541,52.265,35.736,35.379,1.305,7.39,4.17,0.332,0.187,0.273,0.096,53.842,46.316,26.191,25.469,0.12,3.01,-1.02,0.135,-0.047,0.064,-0.12,48.699,50.923,34.829,34.59,-1004600,,,,,,,,,,
11/6/2022 16:58,8,13.89,0.085,0.02,28.8,20.44,0.924,10.26,6.45,0.46,0.29,0.323,0.149,51.058,43.512,34.172,33.861,1.422,12.95,5.34,0.582,0.24,0.463,0.093,51.545,51.854,35.726,35.447,1.316,7.26,4.41,0.326,0.198,0.271,0.1,54.687,48.243,25.961,25.313,0.099,2.79,-1.18,0.125,-0.054,0.054,-0.122,49.536,50.673,34.829,34.659,-1004600,,,,,,,,,,
11/6/2022 17:13,8,13.96,0.097,0.021,28.8,19.88,0.906,10.03,6.34,0.451,0.285,0.313,0.145,51.343,43.387,34.247,33.96,1.447,13.17,5.45,0.591,0.245,0.46,0.09,52.736,52.063,35.711,35.498,1.342,7.56,4.33,0.339,0.195,0.282,0.098,54.698,46.757,25.8,25.199,0.089,2.66,-1.24,0.12,-0.057,0.053,-0.12,49.727,51.434,34.815,34.71,-1004600,,,,,,,,,,
11/6/2022 17:28,8,13.88,0.069,0.02,28.8,17.6,0.884,9.75,6.23,0.438,0.28,0.307,0.142,51.441,43.897,34.311,34.047,1.431,12.98,5.44,0.583,0.245,0.449,0.089,51.796,50.866,35.661,35.507,1.251,6.79,4.31,0.305,0.194,0.252,0.1,53.36,46.81,25.568,25.073,0.077,2.5,-1.29,0.113,-0.059,0.047,-0.123,48.507,50.475,34.789,34.751,-1004600,,,,,,,,,,
11/6/2022 17:43,8,13.81,0.063,0.021,28.8,15.21,0.871,9.65,6.09,0.434,0.273,0.304,0.14,52.085,42.885,34.399,34.141,1.358,12.43,5.04,0.558,0.227,0.429,0.072,52.316,50.557,35.499,35.433,1.352,7.5,4.49,0.337,0.202,0.278,0.104,55.151,46.798,25.419,24.946,0.065,2.31,-1.31,0.104,-0.06,0.039,-0.125,49.065,50.773,34.713,34.748,-1004600,,,,,,,,,,
11/6/2022 17:58,8,13.7,0.057,0.021,28.8,16.76,0.836,9.21,5.91,0.414,0.265,0.28,0.134,50.752,42.635,34.394,34.192,1.301,11.89,4.85,0.534,0.218,0.403,0.061,51.908,49.477,35.323,35.321,1.348,7.67,4.26,0.345,0.192,0.284,0.1,54.901,46.292,25.36,24.883,0.027,1.81,-1.48,0.081,-0.068,0.025,-0.13,47.888,49.856,34.667,34.739,-1004600,,,,,,,,,,
11/6/2022 18:13,8,13.66,0.046,0.021,28.8,15.49,0.803,8.89,5.63,0.399,0.253,0.269,0.124,51.961,42.341,34.337,34.193,1.208,11.13,4.41,0.5,0.198,0.372,0.042,51.233,49.735,35.105,35.17,1.259,7.23,3.92,0.324,0.176,0.268,0.092,54.744,46.133,25.19,24.786,0.03,1.87,-1.5,0.084,-0.069,0.031,-0.134,47.53,48.826,34.611,34.722,-1004600,,,,,,,,,,
11/6/2022 18:28,8,13.56,0.039,0.021,28.8,16.9,0.755,8.35,5.29,0.375,0.238,0.252,0.115,51.413,42.049,34.286,34.178,1.142,10.51,4.17,0.472,0.187,0.353,0.043,52.645,49.386,34.887,34.99,1.09,6.14,3.52,0.275,0.158,0.228,0.082,54.097,46.152,25.07,24.703,0.006,1.47,-1.53,0.066,-0.07,0.02,-0.133,47.413,49.64,34.544,34.689,-1004600,,,,,,,,,,
11/6/2022 18:43,8,13.47,0.033,0.021,28.8,15.35,0.693,7.63,4.91,0.342,0.221,0.222,0.105,49.86,41.892,34.2,34.138,1.038,9.62,3.73,0.432,0.167,0.318,0.026,52.081,48.822,34.657,34.808,1.151,6.86,3.31,0.308,0.149,0.258,0.073,55.793,46.614,24.894,24.608,-0.042,0.79,-1.72,0.036,-0.078,-0.003,-0.139,46.183,49.55,34.472,34.649,-1004600,,,,,,,,,,
11/6/2022 18:58,8,13.35,0.028,0.021,28.8,14.93,0.637,6.94,4.58,0.312,0.206,0.197,0.093,51.428,41.956,34.087,34.064,0.948,8.93,3.25,0.401,0.146,0.287,0.009,53.161,48.092,34.405,34.608,0.942,5.42,2.92,0.244,0.131,0.209,0.061,56.2,45.523,24.86,24.563,-0.068,0.51,-1.91,0.023,-0.087,-0.006,-0.144,47.399,49.782,34.381,34.592,-1004600,,,,,,,,,,
11/6/2022 19:13,8,13.18,0.02,0.02,28.8,14.23,0.504,5.34,3.8,0.24,0.171,0.146,0.079,49.819,41.022,33.977,33.978,0.569,5.29,2.01,0.238,0.091,0.157,-0.024,51.202,47.788,34.197,34.419,0.595,3.52,1.74,0.158,0.078,0.126,0.028,54.618,46.262,24.811,24.554,-0.079,0.3,-1.89,0.014,-0.086,-0.015,-0.142,47.287,49.669,34.293,34.525,-1004600,,,,,,,,,,
11/6/2022 19:28,8,13.03,0.018,0.021,28.8,14.09,0.428,4.52,3.25,0.203,0.146,0.115,0.066,49.576,40.622,33.835,33.87,0.466,4.47,1.51,0.201,0.068,0.126,-0.041,50.991,47.577,33.972,34.232,0.451,2.62,1.38,0.118,0.062,0.093,0.02,54.884,45.543,24.762,24.552,-0.08,0.32,-1.94,0.014,-0.088,-0.013,-0.145,45.845,48.901,34.196,34.452,-1004600,,,,,,,,,,
11/6/2022 19:43,8,13.03,-0.001,0.021,28.8,13.85,0.425,4.57,3.14,0.205,0.141,0.118,0.059,49.008,40.777,33.661,33.748,0.378,3.73,1.11,0.167,0.05,0.097,-0.047,50.774,47.103,33.751,34.042,0.43,2.28,1.54,0.103,0.069,0.086,0.023,54.672,44.82,24.715,24.531,-0.085,0.24,-1.96,0.011,-0.089,-0.019,-0.146,46.952,47.936,34.083,34.37,-1004600,,,,,,,,,,
11/6/2022 19:58,0,13.07,0,0.02,28.8,13.18,0.395,4.11,3.08,0.184,0.138,0.103,0.06,49.944,40.729,33.486,33.604,0.325,3.28,0.87,0.147,0.039,0.087,-0.059,51.922,46.852,33.547,33.863,0.376,2.11,1.22,0.094,0.055,0.074,0.013,54.707,44.702,24.687,24.532,-0.103,0.08,-2.11,0.004,-0.096,-0.016,-0.145,46.632,47.772,33.975,34.28,-1004600,,,,,,,,,,
11/6/2022 20:13,0,13.07,-0.004,0.022,28.8,13.08,0.376,3.88,2.95,0.174,0.133,0.092,0.055,49.433,39.801,33.295,33.458,0.304,3.08,0.81,0.138,0.036,0.076,-0.063,51.726,47.484,33.324,33.678,0.358,2.03,1.14,0.091,0.051,0.068,0.013,54.102,45.487,24.622,24.514,-0.12,-0.29,-2.04,-0.014,-0.093,-0.032,-0.149,45.338,49.796,33.842,34.178,-1004600,,,,,,,,,,
11/6/2022 20:28,0,13.07,-0.003,0.021,28.8,9.27,0.346,3.49,2.81,0.157,0.126,0.079,0.052,48.004,40.597,33.067,33.28,0.3,3.01,0.82,0.135,0.037,0.07,-0.058,51.983,47.586,33.068,33.482,0.337,1.92,1.06,0.086,0.048,0.063,0.01,54.149,44.966,24.532,24.478,-0.12,-0.21,-2.11,-0.011,-0.096,-0.032,-0.148,45.595,48.965,33.688,34.052,-1004600,,,,,,,,,,
11/6/2022 20:43,0,13.07,-0.004,0.022,28.8,1.28,0.34,3.49,2.69,0.156,0.121,0.079,0.05,47.899,39.923,32.799,33.076,0.275,2.79,0.73,0.125,0.033,0.061,-0.064,51.684,47.44,32.835,33.279,0.318,1.76,1.06,0.079,0.048,0.059,0.01,52.82,44.305,24.413,24.417,-0.133,-0.23,-2.35,-0.011,-0.107,-0.03,-0.161,45.661,47.476,33.427,33.885,-1004600,,,,,,,,,,
11/6/2022 20:58,0,13.07,-0.004,0.021,28.8,0,0.328,3.28,2.69,0.147,0.121,0.071,0.05,48.299,38.656,32.533,32.855,0.254,2.6,0.65,0.117,0.029,0.056,-0.064,50.697,46.454,32.561,33.06,0.322,1.78,1.08,0.079,0.048,0.059,0.01,52.717,44.202,24.249,24.328,-0.102,0.24,-2.29,0.011,-0.104,-0.016,-0.159,45.879,48.834,33.2,33.682,-1004600,,,,,,,,,,
11/6/2022 21:13,0,13.06,-0.002,0.022,28.8,0,0.299,3,2.46,0.135,0.111,0.063,0.047,47.975,39.839,32.293,32.642,0.223,2.28,0.57,0.103,0.026,0.047,-0.067,51.628,47.231,32.308,32.838,0.25,1.4,0.82,0.063,0.037,0.047,0.003,52.664,44.304,24.131,24.243,-0.131,-0.39,-2.13,-0.018,-0.096,-0.033,-0.154,45.328,48.387,33.049,33.527,-1004600,,,,,,,,,,
11/6/2022 21:28,0,13.06,-0.004,0.021,28.8,0,0.273,2.66,2.31,0.12,0.104,0.052,0.039,48.386,39.836,32.077,32.44,0.202,2.16,0.41,0.097,0.018,0.042,-0.067,50.691,45.619,32.07,32.625,0.234,1.25,0.82,0.056,0.037,0.044,0.003,53.294,44.109,24.02,24.164,-0.108,0,-2.13,0,-0.096,-0.019,-0.15,45.798,48.859,32.864,33.357,-1004600,,,,,,,,,,
11/6/2022 21:43,0,13.05,-0.005,0.021,28.8,0,0.283,2.77,2.38,0.124,0.107,0.057,0.041,48.294,39.741,31.844,32.232,0.196,2.01,0.49,0.09,0.022,0.036,-0.07,50.384,46.141,31.839,32.418,0.29,1.66,0.9,0.075,0.041,0.05,0.003,53.777,43.764,23.876,24.071,-0.103,0.08,-2.13,0.004,-0.097,-0.019,-0.15,45.587,47.817,32.64,33.173,-1004600,,,,,,,,,,
11/6/2022 21:58,0,13.05,-0.004,0.021,28.8,0.01,0.256,2.5,2.17,0.113,0.097,0.047,0.036,49.498,40.113,31.628,32.028,0.163,1.68,0.4,0.075,0.018,0.025,-0.07,51.519,47.119,31.619,32.212,0.267,1.54,0.82,0.069,0.037,0.047,0,54.39,43.965,23.747,23.982,-0.097,0.16,-2.1,0.007,-0.095,-0.019,-0.151,46.307,48.016,32.452,32.983,-1004600,,,,,,,,,,
11/6/2022 22:13,0,13.04,-0.004,0.021,28.8,0.01,0.249,2.38,2.17,0.107,0.097,0.044,0.039,48.421,39.345,31.411,31.825,0.168,1.74,0.4,0.079,0.018,0.025,-0.07,50.18,46.506,31.383,32.005,0.258,1.54,0.75,0.069,0.034,0.047,0,54.509,44.906,23.65,23.898,-0.129,-0.29,-2.21,-0.014,-0.1,-0.032,-0.152,45.006,48.481,32.28,32.802,-1004600,,,,,,,,,,
11/6/2022 22:28,0,13.03,-0.004,0.022,28.8,0.01,0.226,2.11,2.03,0.095,0.091,0.036,0.034,47.945,39.701,31.194,31.618,0.161,1.66,0.4,0.075,0.018,0.022,-0.072,52.002,46.775,31.155,31.796,0.207,1.01,0.82,0.046,0.037,0.031,0.003,53.317,45.211,23.578,23.82,-0.115,-0.13,-2.11,-0.007,-0.096,-0.026,-0.149,44.559,48.45,32.085,32.612,-1004600,,,,,,,,,,
11/6/2022 22:43,0,13.03,-0.003,0.022,28.8,0,0.207,1.85,1.95,0.083,0.088,0.028,0.034,48.523,39.554,30.975,31.411,0.139,1.46,0.32,0.065,0.014,0.016,-0.069,51.216,46.974,30.94,31.595,0.182,0.87,0.75,0.039,0.033,0.028,0,52.083,45.629,23.502,23.754,-0.115,-0.21,-2.02,-0.011,-0.092,-0.026,-0.146,45.803,47.775,31.878,32.414,-1004600,,,,,,,,,,
11/6/2022 22:58,0,13.03,-0.003,0.022,28.8,0,0.224,2.14,1.95,0.096,0.088,0.039,0.031,48.786,40.385,30.752,31.199,0.129,1.47,0.16,0.066,0.007,0.022,-0.076,51.638,46.151,30.729,31.396,0.198,1.09,0.67,0.049,0.03,0.034,0,53.373,43.77,23.37,23.661,-0.111,-0.05,-2.11,-0.004,-0.096,-0.022,-0.152,45.705,47.522,31.652,32.203,-1004600,,,,,,,,,,
11/6/2022 23:13,0,13.02,-0.004,0.021,28.8,0,0.196,1.78,1.81,0.08,0.081,0.029,0.028,47.502,39.513,30.531,30.983,0.126,1.36,0.24,0.061,0.011,0.014,-0.076,51.96,46.732,30.525,31.195,0.182,0.95,0.67,0.043,0.03,0.031,0,52.957,44.439,23.265,23.575,-0.12,-0.21,-2.11,-0.011,-0.096,-0.026,-0.156,45.19,48.252,31.438,31.991,-1004600,,,,,,,,,,
11/6/2022 23:28,0,13.01,-0.004,0.022,28.8,0,0.189,1.59,1.89,0.071,0.085,0.016,0.031,47.459,39.884,30.316,30.77,0.12,1.36,0.16,0.061,0.007,0.011,-0.078,51.504,46.999,30.312,30.992,0.166,0.81,0.67,0.036,0.03,0.028,0,52.943,44.995,23.177,23.494,-0.12,-0.13,-2.21,-0.007,-0.101,-0.026,-0.156,44.829,47.215,31.199,31.766,-1004600,,,,,,,,,,
11/6/2022 23:43,0,13.01,-0.004,0.022,28.8,0,0.184,1.59,1.79,0.071,0.081,0.021,0.034,47.769,39.778,30.086,30.555,0.104,1.24,0.08,0.055,0.004,0.008,-0.082,50.931,46.945,30.097,30.784,0.105,0.52,0.41,0.024,0.019,0.013,-0.007,52.648,44.024,23.063,23.413,-0.124,-0.29,-2.11,-0.014,-0.096,-0.029,-0.152,44.768,46.896,30.957,31.53,-1004600,,,,,,,,,,
11/6/2022 23:58,0,13,-0.004,0.021,28.8,0,0.177,1.52,1.73,0.068,0.078,0.016,0.027,46.625,39.207,29.839,30.328,0.104,1.24,0.08,0.055,0.004,0.008,-0.084,51.187,46.684,29.873,30.58,0.231,1.38,0.67,0.062,0.03,0.04,-0.007,54.079,44.481,22.872,23.28,-0.139,-0.47,-2.21,-0.022,-0.1,-0.032,-0.155,44.717,47.103,30.717,31.295,-1004600,,,,,,,,,,
12/6/2022 0:13,0,13,-0.003,0.021,28.8,0,0.164,1.38,1.65,0.062,0.074,0.011,0.024,46.984,39.669,29.594,30.094,0.071,0.95,-0.05,0.043,-0.004,0,-0.084,51.291,46.631,29.641,30.373,0.133,0.6,0.59,0.027,0.026,0.016,-0.003,51.921,44.797,22.734,23.161,-0.126,-0.23,-2.21,-0.011,-0.101,-0.03,-0.159,45.347,47.734,30.46,31.045,-1004600,,,,,,,,,,
